month,date,hour,R-value [m2k/w],Stories,Weighted temp. setpoint [C],Weighted RH%,Solar irradiation [w/m2],Outside temp. [C],Outside RH%,Heating Load [kwh],Cooling load [kwh]
12,6,23,3.4,20,16,62,0,-8,77,262.75,40
12,6,24,3.5,19,17,65,0,-10,77,255.50,30.4
12,7,1,3.7,9,19,79,0,-12,77,121.78,10.8
12,7,2,3.8,11,16,60,0,-11,77,136.73,15.4
12,7,3,3.6,29,19,77,0,-11,77,396.06,40.6
12,7,4,3.8,21,18,79,0,-11,77,267.47,29.4
12,7,5,4.0,5,18,69,0,-9,77,58.67,9
12,7,6,3.6,2,19,77,0,-8,77,25.93,4
12,7,7,4.2,6,17,80,0.15,-6,77,58.48,14.4
12,7,8,3.6,12,21,61,0.18,-4,77,141.78,33.6
12,7,9,3.9,26,21,75,0.21,-3,77,271.56,78
12,7,10,4.2,16,20,64,0.24,-1,77,145.14,54.4
12,7,11,3.9,23,22,69,0.27,2,77,215.85,92
12,7,12,3.4,13,24,63,0.3,4,77,138.79,57.2
12,7,13,4.1,6,24,76,0.27,6,77,50.78,28.8
12,7,14,3.3,10,22,80,0.24,7,77,99.29,50
12,7,15,3.9,8,20,74,0.21,8,77,63.11,41.6
12,7,16,4.2,14,21,60,0.18,7,77,111.33,70
12,7,17,3.4,15,20,61,0.15,6,77,149.41,72
12,7,18,3.8,12,23,66,0,4,77,127.47,52.8
12,7,19,3.9,10,21,62,0,2,77,103.85,40
12,7,20,4.2,17,19,78,0,0,77,162.04,61.2
12,7,21,3.7,22,17,73,0,-2,77,238.63,70.4
12,7,22,3.3,12,17,74,0,-4,77,151.88,33.6
12,7,23,4.0,7,17,76,0,-8,77,78.81,14
12,7,24,3.5,24,16,68,0,-10,77,316.34,38.4
12,8,1,3.8,28,18,73,0,-12,77,363.26,33.6
12,8,2,3.4,4,16,69,0,-11,77,55.22,5.6
12,8,3,3.4,10,17,75,0,-11,77,139.90,14
12,8,4,3.7,13,19,65,0,-11,77,174.15,18.2
12,8,5,3.8,2,17,61,0,-9,77,24.40,3.6
12,8,6,4.0,30,18,72,0,-8,77,345.00,60
12,8,7,4.3,30,17,64,0.15,-6,77,287.91,72
12,8,8,3.3,3,21,71,0.18,-4,77,38.36,8.4
12,8,9,3.8,29,20,79,0.21,-3,77,304.50,87
12,8,10,3.3,22,24,71,0.24,-1,77,274.67,74.8
12,8,11,3.9,11,20,73,0.27,2,77,98.15,44
12,8,12,3.7,1,20,70,0.3,4,77,8.85,4.4
12,8,13,4.3,29,23,80,0.27,6,77,228.85,139.2
12,8,14,3.7,22,21,71,0.24,7,77,190.47,110
12,8,15,3.6,8,24,69,0.21,8,77,76.15,41.6
12,8,16,4.1,26,22,79,0.18,7,77,213.92,130
12,8,17,3.7,1,21,62,0.15,6,77,9.37,4.8
12,8,18,3.5,6,21,66,0,4,77,66.34,26.4
12,8,19,3.3,3,22,78,0,2,77,37.15,12
12,8,20,3.4,14,16,80,0,0,77,154.82,50.4
12,8,21,4.0,20,16,79,0,-2,77,196.17,64
12,8,22,3.7,15,18,77,0,-4,77,172.30,42
12,8,23,3.3,15,19,68,0,-8,77,213.48,30
12,8,24,3.3,29,19,61,0,-10,77,429.43,46.4
12,9,1,4.2,15,16,66,0,-12,77,170.95,18
12,9,2,3.9,17,16,74,0,-11,77,203.85,23.8
12,9,3,4.2,30,19,77,0,-11,77,351.19,42
12,9,4,4.2,23,18,78,0,-11,77,264.87,32.2
12,9,5,3.3,22,19,71,0,-9,77,318.00,39.6
12,9,6,3.8,6,17,69,0,-8,77,71.47,12
12,9,7,4.0,8,17,74,0.15,-6,77,81.87,19.2
12,9,8,3.5,4,24,60,0.18,-4,77,51.50,11.2
12,9,9,4.0,10,20,74,0.21,-3,77,99.83,30
12,9,10,3.7,2,23,63,0.24,-1,77,21.96,6.8
12,9,11,3.3,10,23,65,0.27,2,77,113.84,40
12,9,12,4.3,19,22,80,0.3,4,77,151.41,83.6
12,9,13,3.4,2,21,66,0.27,6,77,19.14,9.6
12,9,14,4.3,2,22,77,0.24,7,77,15.19,10
12,9,15,3.3,3,23,61,0.21,8,77,30.64,15.6
12,9,16,3.4,23,20,61,0.18,7,77,220.08,115
12,9,17,3.4,29,20,62,0.15,6,77,288.58,139.2
12,9,18,3.9,8,20,75,0,4,77,77.06,35.2
12,9,19,3.8,15,21,68,0,2,77,159.08,60
12,9,20,3.5,26,16,73,0,0,77,279.56,93.6
12,9,21,4.3,16,18,71,0,-2,77,152.68,51.2
12,9,22,4.2,18,19,61,0,-4,77,188.00,50.4
12,9,23,3.7,16,17,63,0,-8,77,196.61,32
12,9,24,4.0,24,16,80,0,-10,77,275.60,38.4
12,10,1,4.1,20,18,76,0,-12,77,240.00,24
12,10,2,4.2,27,17,72,0,-11,77,306.43,37.8
12,10,3,3.4,18,17,79,0,-11,77,251.82,25.2
12,10,4,3.7,8,18,63,0,-11,77,105.51,11.2
12,10,5,4.1,19,17,74,0,-9,77,212.86,34.2
12,10,6,3.8,9,19,67,0,-8,77,111.32,18
12,10,7,4.1,21,16,79,0.15,-6,77,205.22,50.4
12,10,8,4.3,4,23,61,0.18,-4,77,41.12,11.2
12,10,9,3.7,3,24,64,0.21,-3,77,35.35,9
12,10,10,4.1,26,23,61,0.24,-1,77,258.10,88.4
12,10,11,4.0,27,20,69,0.27,2,77,235.80,108
12,10,12,4.2,4,21,74,0.3,4,77,31.84,17.6
12,10,13,3.3,12,24,73,0.27,6,77,126.55,57.6
12,10,14,3.8,8,22,73,0.24,7,77,69.05,40
12,10,15,3.3,11,20,75,0.21,8,77,102.44,57.2
12,10,16,4.2,24,23,71,0.18,7,77,198.29,120
12,10,17,3.3,4,21,69,0.15,6,77,41.74,19.2
12,10,18,4.1,14,22,63,0,4,77,135.33,61.6
12,10,19,3.8,11,23,64,0,2,77,121.87,44
12,10,20,3.4,24,19,68,0,0,77,284.47,86.4
12,10,21,3.6,20,16,70,0,-2,77,218.89,64
12,10,22,3.5,2,17,60,0,-4,77,24.13,5.6
12,10,23,4.2,17,17,77,0,-8,77,182.14,34
12,10,24,3.5,12,19,66,0,-10,77,166.97,19.2
12,11,1,4.3,10,19,66,0,-12,77,158.31,9
12,11,2,4.0,1,19,71,0,-11,77,16.68,1.05
12,11,3,4.2,24,18,70,0,-11,77,375.86,25.2
12,11,4,4.2,5,17,63,0,-11,77,77.74,5.25
12,11,5,4.1,11,19,70,0,-9,77,173.79,14.85
12,11,6,3.4,6,17,77,0,-8,77,108.09,9
12,11,7,3.8,16,18,79,0.15,-6,77,240.11,28.8
12,11,8,4.1,30,24,60,0.18,-4,77,449.82,63
12,11,9,3.8,2,21,76,0.21,-3,77,29.26,4.5
12,11,10,3.5,22,21,76,0.24,-1,77,332.67,56.1
12,11,11,3.5,19,24,75,0.27,2,77,284.05,57
12,11,12,3.3,18,20,62,0.3,4,77,254.32,59.4
12,11,13,4.1,27,20,69,0.27,6,77,294.86,97.2
12,11,14,3.3,9,21,78,0.24,7,77,122.52,33.75
12,11,15,4.1,21,23,78,0.21,8,77,238.68,81.9
12,11,16,3.7,13,21,71,0.18,7,77,163.91,48.75
12,11,17,3.8,19,23,78,0.15,6,77,249.75,68.4
12,11,18,3.8,27,21,77,0,4,77,378.36,89.1
12,11,19,4.1,25,21,62,0,2,77,343.75,75
12,11,20,3.3,26,16,66,0,0,77,418.17,70.2
12,11,21,3.9,11,18,69,0,-2,77,160.35,26.4
12,11,22,3.3,7,17,79,0,-4,77,121.76,14.7
12,11,23,4.2,24,17,73,0,-8,77,351.71,36
12,11,24,3.5,26,19,72,0,-10,77,487.50,31.2
12,12,1,3.9,5,16,67,0,-12,77,83.33,4.5
12,12,2,4.2,4,16,75,0,-11,77,60.38,4.2
12,12,3,4.2,30,19,64,0,-11,77,480.18,31.5
12,12,4,3.3,18,16,72,0,-11,77,347.05,18.9
12,12,5,3.9,15,19,69,0,-9,77,249.42,20.25
12,12,6,4.2,7,18,61,0,-8,77,105.75,10.5
12,12,7,4.2,17,16,64,0.15,-6,77,226.06,30.6
12,12,8,3.7,6,22,66,0.18,-4,77,95.72,12.6
12,12,9,4.0,30,24,62,0.21,-3,77,447.38,67.5
12,12,10,4.0,14,21,75,0.24,-1,77,185.50,35.7
12,12,11,3.8,13,20,61,0.27,2,77,168.91,39
12,12,12,3.3,16,20,61,0.3,4,77,226.42,52.8
12,12,13,3.7,15,22,70,0.27,6,77,189.32,54
12,12,14,3.4,7,20,80,0.24,7,77,90.74,26.25
12,12,15,3.7,24,23,66,0.21,8,77,307.14,93.6
12,12,16,3.8,17,23,76,0.18,7,77,215.97,63.75
12,12,17,4.0,28,24,73,0.15,6,77,358.23,100.8
12,12,18,3.3,15,21,80,0,4,77,243.07,49.5
12,12,19,3.4,5,21,73,0,2,77,81.69,15
12,12,20,3.8,16,18,62,0,0,77,233.16,43.2
12,12,21,3.6,27,17,65,0,-2,77,421.13,64.8
12,12,22,4.3,29,17,65,0,-4,77,392.17,60.9
12,12,23,4.1,4,18,62,0,-8,77,61.83,6
12,12,24,3.3,19,18,74,0,-10,77,371.22,22.8
12,13,1,3.3,9,17,63,0,-12,77,180.82,8.1
12,13,2,4.1,23,19,63,0,-11,77,377.54,24.15
12,13,3,4.3,11,18,80,0,-11,77,167.49,11.55
12,13,4,4.1,26,16,62,0,-11,77,408.23,27.3
12,13,5,3.3,24,19,79,0,-9,77,468.36,32.4
12,13,6,4.2,21,19,70,0,-8,77,318.88,31.5
12,13,7,4.1,23,17,80,0.15,-6,77,314.71,41.4
12,13,8,4.0,27,20,77,0.18,-4,77,379.35,56.7
12,13,9,4.1,7,23,78,0.21,-3,77,98.34,15.75
12,13,10,3.9,28,22,71,0.24,-1,77,389.85,71.4
12,13,11,4.1,6,21,66,0.27,2,77,73.17,18
12,13,12,3.9,19,23,64,0.3,4,77,241.03,62.7
12,13,13,3.7,21,23,68,0.27,6,77,271.58,75.6
12,13,14,3.9,17,21,66,0.24,7,77,199.10,63.75
12,13,15,3.9,29,23,71,0.21,8,77,349.30,113.1
12,13,16,4.3,3,20,69,0.18,7,77,31.95,11.25
12,13,17,3.9,12,23,68,0.15,6,77,155.54,43.2
12,13,18,3.8,13,21,80,0,4,77,182.94,42.9
12,13,19,4.1,7,24,64,0,2,77,101.12,21
12,13,20,4.3,4,17,68,0,0,77,50.16,10.8
12,13,21,3.3,8,19,80,0,-2,77,139.33,19.2
12,13,22,4.1,23,17,78,0,-4,77,321.58,48.3
12,13,23,3.4,7,17,62,0,-8,77,128.42,10.5
12,13,24,3.3,16,16,76,0,-10,77,302.18,19.2
12,14,1,3.7,4,17,63,0,-12,77,71.68,3.6
12,14,2,4.3,5,18,78,0,-11,77,75.96,5.25
12,14,3,3.8,14,17,69,0,-11,77,238.92,14.7
12,14,4,3.5,22,18,60,0,-11,77,418.16,23.1
12,14,5,3.8,27,19,69,0,-9,77,460.78,36.45
12,14,6,3.6,30,19,69,0,-8,77,532.08,45
12,14,7,3.4,3,17,71,0.15,-6,77,49.70,5.4
12,14,8,4.0,30,21,80,0.18,-4,77,430.69,63
12,14,9,3.3,14,20,80,0.21,-3,77,232.27,31.5
12,14,10,3.6,25,21,74,0.24,-1,77,368.58,63.75
12,14,11,4.0,2,24,80,0.27,2,77,26.20,6
12,14,12,4.3,1,21,74,0.3,4,77,10.87,3.3
12,14,13,4.0,24,23,66,0.27,6,77,288.00,86.4
12,14,14,3.7,15,22,75,0.24,7,77,186.49,56.25
12,14,15,3.5,11,22,78,0.21,8,77,143.31,42.9
12,14,16,4.1,12,22,66,0.18,7,77,140.56,45
12,14,17,4.3,17,20,67,0.15,6,77,188.28,61.2
12,14,18,3.6,15,22,75,0,4,77,226.67,49.5
12,14,19,3.4,2,20,63,0,2,77,32.53,6
12,14,20,3.6,5,18,70,0,0,77,76.08,13.5
12,14,21,4.0,27,16,77,0,-2,77,366.19,64.8
12,14,22,3.9,4,17,63,0,-4,77,59.79,8.4
12,14,23,4.2,19,19,64,0,-8,77,290.54,28.5
12,14,24,3.4,9,19,67,0,-10,77,174.71,10.8
12,15,1,4.3,25,16,78,0,-12,77,373.98,22.5
12,15,2,3.3,23,18,71,0,-11,77,457.91,24.15
12,15,3,4.1,22,16,67,0,-11,77,343.41,23.1
12,15,4,4.2,29,18,62,0,-11,77,458.30,30.45
12,15,5,4.0,23,18,79,0,-9,77,364.55,31.05
12,15,6,3.9,5,16,70,0,-8,77,77.92,7.5
12,15,7,3.4,4,19,73,0.15,-6,77,68.44,7.2
12,15,8,3.5,24,23,71,0.18,-4,77,409.03,50.4
12,15,9,3.6,12,20,66,0.21,-3,77,184.50,27
12,15,10,3.5,9,24,73,0.24,-1,77,144.39,22.95
12,15,11,4.3,13,20,78,0.27,2,77,145.87,39
12,15,12,4.2,9,21,72,0.3,4,77,100.45,29.7
12,15,13,3.6,30,23,79,0.27,6,77,394.38,108
12,15,14,3.4,7,21,78,0.24,7,77,92.49,26.25
12,15,15,4.3,5,22,74,0.21,8,77,53.20,19.5
12,15,16,3.7,17,24,69,0.18,7,77,228.81,63.75
12,15,17,3.4,15,23,80,0.15,6,77,221.03,54
12,15,18,4.3,7,21,74,0,4,77,87.05,23.1
12,15,19,3.5,10,21,68,0,2,77,159.79,30
12,15,20,4.1,13,19,80,0,0,77,175.90,35.1
12,15,21,3.3,4,18,61,0,-2,77,69.64,9.6
12,15,22,4.0,7,17,76,0,-4,77,100.32,14.7
12,15,23,3.4,7,19,78,0,-8,77,130.38,10.5
12,15,24,4.2,23,16,72,0,-10,77,342.95,27.6
12,16,1,3.3,21,19,67,0,-12,77,432.73,18.9
12,16,2,4.0,3,18,69,0,-11,77,49.39,3.15
12,16,3,3.9,8,18,60,0,-11,77,136.46,8.4
12,16,4,3.6,10,19,64,0,-11,77,186.74,10.5
12,16,5,4.0,25,17,75,0,-9,77,390.00,33.75
12,16,6,3.9,17,17,72,0,-8,77,268.62,25.5
12,16,7,3.9,13,16,69,0.15,-6,77,184.92,23.4
12,16,8,3.8,11,20,75,0.18,-4,77,163.12,23.1
12,16,9,3.7,12,23,68,0.21,-3,77,188.76,27
12,16,10,4.3,6,24,76,0.24,-1,77,78.03,15.3
12,16,11,4.2,25,20,75,0.27,2,77,287.65,75
12,16,12,3.3,14,23,69,0.3,4,77,208.30,46.2
12,16,13,3.3,22,22,66,0.27,6,77,313.33,79.2
12,16,14,3.4,18,21,68,0.24,7,77,241.01,67.5
12,16,15,3.8,4,20,68,0.21,8,77,46.53,15.6
12,16,16,4.1,23,22,62,0.18,7,77,271.09,86.25
12,16,17,3.3,28,24,77,0.15,6,77,431.67,100.8
12,16,18,3.3,4,24,68,0,4,77,69.00,13.2
12,16,19,3.9,14,20,63,0,2,77,198.51,42
12,16,20,3.5,10,19,70,0,0,77,159.36,27
12,16,21,4.2,11,18,73,0,-2,77,148.11,26.4
12,16,22,3.3,29,18,62,0,-4,77,521.78,60.9
12,16,23,4.0,20,17,66,0,-8,77,310.38,30
12,16,24,3.9,24,17,65,0,-10,77,394.77,28.8
12,17,1,3.5,10,16,78,0,-12,77,183.79,9
12,17,2,3.9,12,17,63,0,-11,77,200.92,12.6
12,17,3,3.4,14,18,76,0,-11,77,268.99,14.7
12,17,4,3.7,13,16,68,0,-11,77,224.60,13.65
12,17,5,4.1,17,19,72,0,-9,77,267.96,22.95
12,17,6,3.3,18,19,78,0,-8,77,345.41,27
12,17,7,3.5,12,19,65,0.15,-6,77,201.51,21.6
12,17,8,4.1,29,24,60,0.18,-4,77,434.82,60.9
12,17,9,4.0,17,20,71,0.21,-3,77,233.64,38.25
12,17,10,4.3,18,22,64,0.24,-1,77,229.50,45.9
12,17,11,3.3,18,21,74,0.27,2,77,269.45,54
12,17,12,3.8,27,22,64,0.3,4,77,344.43,89.1
12,17,13,3.4,22,22,67,0.27,6,77,303.63,79.2
12,17,14,3.3,18,21,62,0.24,7,77,250.77,67.5
12,17,15,4.1,5,23,67,0.21,8,77,57.65,19.5
12,17,16,3.3,23,21,73,0.18,7,77,324.09,86.25
12,17,17,3.3,18,21,66,0.15,6,77,265.64,64.8
12,17,18,3.3,25,20,69,0,4,77,400.38,82.5
12,17,19,3.8,20,20,79,0,2,77,286.32,60
12,17,20,4.2,10,17,67,0,0,77,128.57,27
12,17,21,4.2,12,18,67,0,-2,77,162.86,28.8
12,17,22,4.3,19,18,61,0,-4,77,262.69,39.9
12,17,23,3.9,17,18,75,0,-8,77,272.00,25.5
12,17,24,3.5,15,19,78,0,-10,77,279.96,18
12,18,1,4.3,24,18,61,0,-12,77,376.47,21.6
12,18,2,3.4,29,17,67,0,-11,77,554.41,30.45
12,18,3,4.1,8,18,60,0,-11,77,129.80,8.4
12,18,4,4.1,23,19,79,0,-11,77,372.49,24.15
12,18,5,3.5,14,19,73,0,-9,77,258.20,18.9
12,18,6,3.6,9,19,79,0,-8,77,158.50,13.5
12,18,7,4.3,6,16,67,0.15,-6,77,77.62,10.8
12,18,8,4.2,10,21,76,0.18,-4,77,136.37,21
12,18,9,3.5,29,23,68,0.21,-3,77,482.23,65.25
12,18,10,3.9,16,22,66,0.24,-1,77,224.31,40.8
12,18,11,4.3,18,23,75,0.27,2,77,214.85,54
12,18,12,3.5,19,20,76,0.3,4,77,247.41,62.7
12,18,13,3.8,27,24,65,0.27,6,77,348.69,97.2
12,18,14,3.5,12,23,68,0.24,7,77,162.94,45
12,18,15,4.0,4,22,64,0.21,8,77,46.50,15.6
12,18,16,3.9,3,22,69,0.18,7,77,36.77,11.25
12,18,17,3.9,11,23,63,0.15,6,77,143.63,39.6
12,18,18,4.1,28,20,74,0,4,77,358.37,92.4
12,18,19,3.8,7,22,60,0,2,77,105.97,21
12,18,20,4.0,23,16,68,0,0,77,304.32,62.1
12,18,21,3.6,18,18,72,0,-2,77,283.13,43.2
12,18,22,3.3,5,17,75,0,-4,77,86.97,10.5
12,18,23,3.9,1,18,62,0,-8,77,16.25,1.5
12,18,24,3.9,23,16,68,0,-10,77,371.10,27.6
12,19,1,3.5,11,17,63,0,-12,77,208.37,9.9
12,19,2,3.5,30,18,62,0,-11,77,568.93,31.5
12,19,3,3.7,14,19,75,0,-11,77,251.24,14.7
12,19,4,4.1,12,19,75,0,-11,77,194.34,12.6
12,19,5,3.9,15,19,75,0,-9,77,247.69,20.25
12,19,6,3.3,25,17,62,0,-8,77,472.54,37.5
12,19,7,4.2,23,16,60,0.15,-6,77,307.49,41.4
12,19,8,3.6,5,20,73,0.18,-4,77,78.47,10.5
12,19,9,4.1,21,20,78,0.21,-3,77,279.66,47.25
12,19,10,3.5,1,23,60,0.24,-1,77,16.04,2.55
12,19,11,3.8,5,23,63,0.27,2,77,68.72,15
12,19,12,3.6,22,23,73,0.3,4,77,298.22,72.6
12,19,13,4.3,8,23,66,0.27,6,77,89.30,28.8
12,19,14,3.6,12,24,79,0.24,7,77,160.00,45
12,19,15,3.8,13,23,70,0.21,8,77,160.96,50.7
12,19,16,4.0,12,20,64,0.18,7,77,138.53,45
12,19,17,3.4,25,21,69,0.15,6,77,356.43,90
12,19,18,4.0,29,21,62,0,4,77,394.22,95.7
12,19,19,3.8,13,22,76,0,2,77,192.69,39
12,19,20,3.5,1,17,70,0,0,77,15.36,2.7
12,19,21,4.3,23,19,80,0,-2,77,307.42,55.2
12,19,22,4.1,10,16,71,0,-4,77,138.29,21
12,19,23,4.3,4,17,77,0,-8,77,56.98,6
12,19,24,3.7,2,18,68,0,-10,77,35.09,2.4
12,20,1,4.3,9,16,68,0,-12,77,135.89,8.1
12,20,2,4.1,15,18,80,0,-11,77,239.54,15.75
12,20,3,4.2,4,17,75,0,-11,77,61.33,4.2
12,20,4,4.1,17,17,61,0,-11,77,271.38,17.85
12,20,5,3.9,12,18,72,0,-9,77,195.77,16.2
12,20,6,3.5,12,18,65,0,-8,77,216.51,18
12,20,7,3.9,22,16,69,0.15,-6,77,312.94,39.6
12,20,8,3.9,28,24,77,0.18,-4,77,432.21,58.8
12,20,9,3.7,8,20,71,0.21,-3,77,118.86,18
12,20,10,4.3,9,21,76,0.24,-1,77,110.77,22.95
12,20,11,4.1,30,24,77,0.27,2,77,381.77,90
12,20,12,3.8,26,21,74,0.3,4,77,319.70,85.8
12,20,13,3.4,18,24,74,0.27,6,77,256.24,64.8
12,20,14,3.7,3,20,75,0.24,7,77,35.68,11.25
12,20,15,4.3,6,20,80,0.21,8,77,61.05,23.4
12,20,16,3.7,24,23,61,0.18,7,77,320.43,90
12,20,17,4.1,10,24,63,0.15,6,77,126.65,36
12,20,18,3.5,3,24,68,0,4,77,48.79,9.9
12,20,19,3.6,6,23,74,0,2,77,95.79,18
12,20,20,3.9,3,17,74,0,0,77,41.13,8.1
12,20,21,3.6,1,16,68,0,-2,77,15.26,2.4
12,20,22,3.3,20,18,60,0,-4,77,360.76,42
12,20,23,3.6,23,18,72,0,-8,77,400.10,34.5
12,20,24,4.0,3,17,69,0,-10,77,47.89,3.6
12,21,1,3.6,3,18,74,0,-12,77,60.54166667,5.4
12,21,2,4.2,14,18,75,0,-11,77,237.8333333,29.4
12,21,3,4.2,13,19,69,0,-11,77,225.6428571,27.3
12,21,4,3.8,10,18,73,0,-11,77,188.0263158,21
12,21,5,4.3,6,18,62,0,-9,77,96.97674419,16.2
12,21,6,3.6,23,19,72,0,-8,77,440.8333333,69
12,21,7,4.2,21,19,66,0.15,-6,77,315.25,75.6
12,21,8,4.2,24,22,67,0.18,-4,77,362.8571429,100.8
12,21,9,3.4,29,23,75,0.21,-3,77,531.8088235,130.5
12,21,10,3.6,3,21,68,0.24,-1,77,47.45833333,15.3
12,21,11,3.6,3,22,73,0.27,2,77,44.54166667,18
12,21,12,4.3,22,22,78,0.3,4,77,256.0697674,145.2
12,21,13,3.7,26,20,79,0.27,6,77,322.1891892,187.2
12,21,14,3.3,15,22,68,0.24,7,77,219.0909091,112.5
12,21,15,4.0,5,22,71,0.21,8,77,59.4375,39
12,21,16,3.4,12,23,63,0.18,7,77,180.7058824,90
12,21,17,4.2,3,21,69,0.15,6,77,36,21.6
12,21,18,3.4,6,20,71,0,4,77,97.58823529,39.6
12,21,19,3.7,16,20,73,0,2,77,249.5135135,96
12,21,20,3.5,1,19,68,0,0,77,16.91428571,5.4
12,21,21,3.4,8,19,67,0,-2,77,145.2941176,38.4
12,21,22,4.1,26,16,76,0,-4,77,380.804878,109.2
12,21,23,3.3,30,18,74,0,-8,77,615,90
12,21,24,3.5,1,17,61,0,-10,77,19.87142857,2.4
12,22,1,3.4,25,16,80,0,-12,77,515.8088235,45
12,22,2,3.6,8,18,76,0,-11,77,158.4444444,16.8
12,22,3,3.9,4,19,60,0,-11,77,75.23076923,8.4
12,22,4,3.4,29,18,78,0,-11,77,608.1470588,60.9
12,22,5,4.0,30,18,60,0,-9,77,522,81
12,22,6,3.7,11,19,78,0,-8,77,204.5405405,33
12,22,7,3.4,27,18,80,0.15,-6,77,487.5882353,97.2
12,22,8,4.0,9,20,66,0.18,-4,77,137.3625,37.8
12,22,9,4.2,2,21,68,0.21,-3,77,28.66666667,9
12,22,10,4.0,19,22,66,0.24,-1,77,276.925,96.9
12,22,11,4.0,18,24,68,0.27,2,77,252.9,108
12,22,12,4.3,25,21,66,0.3,4,77,286.627907,165
12,22,13,3.4,7,20,78,0.27,6,77,94.29411765,50.4
12,22,14,4.1,5,24,76,0.24,7,77,61.34146341,37.5
12,22,15,3.7,12,21,80,0.21,8,77,149.6756757,93.6
12,22,16,3.4,4,20,76,0.18,7,77,55.05882353,30
12,22,17,3.6,5,24,78,0.15,6,77,74.72222222,36
12,22,18,4.1,26,20,77,0,4,77,348.7804878,171.6
12,22,19,3.7,9,22,67,0,2,77,147.1621622,54
12,22,20,3.9,13,19,63,0,0,77,198.1666667,70.2
12,22,21,3.5,13,16,62,0,-2,77,216.3571429,62.4
12,22,22,3.6,15,17,60,0,-4,77,258.75,63
12,22,23,4.1,16,16,77,0,-8,77,253.6585366,48
12,22,24,4.0,26,16,60,0,-10,77,444.275,62.4
12,23,1,3.8,28,19,75,0,-12,77,544.1578947,50.4
12,23,2,4.1,23,18,74,0,-11,77,400.5365854,48.3
12,23,3,3.7,18,16,72,0,-11,77,335.6756757,37.8
12,23,4,3.8,16,16,74,0,-11,77,290.1052632,33.6
12,23,5,4.3,1,19,73,0,-9,77,16.3255814,2.7
12,23,6,3.5,18,19,64,0,-8,77,356.9142857,54
12,23,7,3.9,26,19,72,0.15,-6,77,418.3333333,93.6
12,23,8,3.9,27,22,73,0.18,-4,77,437.5384615,113.4
12,23,9,3.7,24,22,63,0.21,-3,77,400.2162162,108
12,23,10,3.7,13,22,64,0.24,-1,77,205.1891892,66.3
12,23,11,3.7,1,22,65,0.27,2,77,14.55405405,6
12,23,12,3.9,18,22,64,0.3,4,77,233.7692308,118.8
12,23,13,3.8,8,22,73,0.27,6,77,102,57.6
12,23,14,3.4,25,22,64,0.24,7,77,355.8823529,187.5
12,23,15,4.0,12,22,63,0.21,8,77,143.85,93.6
12,23,16,4.2,6,22,72,0.18,7,77,70.71428571,45
12,23,17,4.3,3,24,67,0.15,6,77,37.84883721,21.6
12,23,18,4.3,21,23,78,0,4,77,287.1627907,138.6
12,23,19,3.8,17,20,70,0,2,77,258.8026316,102
12,23,20,4.0,28,19,63,0,0,77,416.15,151.2
12,23,21,4.0,18,17,66,0,-2,77,266.85,86.4
12,23,22,3.8,10,18,77,0,-4,77,164.4736842,42
12,23,23,3.7,18,16,72,0,-8,77,317.4324324,54
12,23,24,4.3,17,19,70,0,-10,77,283.0697674,40.8
12,24,1,4.2,29,16,71,0,-12,77,485.4047619,52.2
12,24,2,3.3,12,18,63,0,-11,77,261.6363636,25.2
12,24,3,3.7,18,19,76,0,-11,77,352.9459459,37.8
12,24,4,3.6,16,18,62,0,-11,77,320,33.6
12,24,5,3.4,14,19,61,0,-9,77,291.5294118,37.8
12,24,6,3.7,1,19,63,0,-8,77,18.77027027,3
12,24,7,4.2,9,19,65,0.15,-6,77,135.2142857,32.4
12,24,8,3.5,28,22,68,0.18,-4,77,507.6,117.6
12,24,9,4.2,9,21,72,0.21,-3,77,128.5714286,40.5
12,24,10,3.7,5,20,63,0.24,-1,77,75.60810811,25.5
12,24,11,4.3,23,23,62,0.27,2,77,295.5232558,138
12,24,12,3.7,24,24,63,0.3,4,77,345.0810811,158.4
12,24,13,4.3,14,22,67,0.27,6,77,158.7209302,100.8
12,24,14,3.5,20,20,73,0.24,7,77,259.7142857,150
12,24,15,3.9,7,24,75,0.21,8,77,89.47435897,54.6
12,24,16,3.3,21,20,78,0.18,7,77,297.8181818,157.5
12,24,17,4.0,9,21,68,0.15,6,77,113.5125,64.8
12,24,18,3.3,17,24,61,0,4,77,313.2121212,112.2
12,24,19,4.0,3,23,65,0,2,77,46.3875,18
12,24,20,4.0,26,18,65,0,0,77,377.65,140.4
12,24,21,3.8,8,16,71,0,-2,77,121.6842105,38.4
12,24,22,3.7,26,17,73,0,-4,77,431.8108108,109.2
12,24,23,4.1,28,16,63,0,-8,77,448.6829268,84
12,24,24,3.8,4,16,60,0,-10,77,71.94736842,9.6
12,25,1,4.3,12,18,62,0,-12,77,204.4186047,21.6
12,25,2,4.2,27,16,73,0,-11,77,443.25,56.7
12,25,3,4.0,21,19,67,0,-11,77,383.25,44.1
12,25,4,4.1,11,17,70,0,-11,77,188.7439024,23.1
12,25,5,4.3,11,18,63,0,-9,77,177.6627907,29.7
12,25,6,3.4,5,16,68,0,-8,77,96.25,15
12,25,7,3.6,10,19,72,0.15,-6,77,174.3055556,36
12,25,8,3.3,21,21,77,0.18,-4,77,392.9545455,88.2
12,25,9,3.7,23,22,69,0.21,-3,77,381.6756757,103.5
12,25,10,3.4,11,22,73,0.24,-1,77,187.4852941,56.1
